KEY_DISTRITO,KEY_SECCION,Antig_1901_a_1940,Antig_1941_a_1950,Antig_1951_a_1960,Antig_1961_a_1970,Antig_1971_a_1980,Antig_1981_a_1990,Antig_1991_a_2000,Antig_2001_a_2010,Antig_2011_a_2020,Antig_2021_a_2030,Antig_Menor_1901
06,006,29,2,3,18,8,7,2,8,3,3,4
06,007,8,3,9,11,5,9,18,23,6,1,1
06,008,7,4,18,15,17,6,3,1,0,0,0
06,009,36,24,69,45,52,13,16,23,2,0,2
06,010,23,2,7,8,9,7,19,6,3,0,1
06,011,9,8,37,60,34,17,11,8,2,0,0
06,012,16,19,30,39,27,16,3,4,3,0,0
06,013,20,1,8,46,20,5,5,4,5,0,2
06,014,1,1,2,23,10,3,2,0,0,0,0
06,015,19,11,56,20,21,12,13,8,0,0,9
06,016,34,2,15,26,16,16,16,21,1,0,0
06,017,42,12,36,40,16,6,1,16,2,2,0
06,018,13,4,8,21,15,3,3,6,2,1,3
06,019,15,6,15,18,17,8,11,9,3,0,2
06,020,16,11,7,13,14,8,3,0,1,2,2
06,021,10,1,4,17,11,18,0,0,0,0,1
06,022,82,13,12,20,15,11,5,3,2,0,3
06,023,0,0,2,1,19,4,1,2,1,0,0
06,024,10,10,13,19,11,12,5,4,1,2,8
06,025,1,1,1,11,20,5,0,0,0,0,0
06,026,5,4,5,10,16,1,3,1,2,1,3
06,027,0,6,6,6,22,0,0,3,0,0,1
06,028,14,16,19,21,15,1,4,0,2,0,9
06,029,18,5,7,14,15,2,1,4,3,1,11
06,030,38,3,14,20,13,3,3,2,2,0,23
06,031,63,2,4,24,25,1,8,0,1,0,18
06,032,23,3,6,11,17,3,6,0,1,1,3
06,033,41,5,9,20,11,1,9,10,6,0,13
06,034,25,9,5,13,11,2,2,5,2,0,24
06,035,16,8,3,14,6,2,6,4,2,0,16
06,036,27,16,16,22,6,1,4,10,4,0,26
06,037,22,6,1,6,8,1,1,0,1,0,2
06,038,53,3,21,9,18,3,6,4,3,0,45
06,039,64,13,11,12,12,3,1,13,0,0,49
06,040,40,7,12,13,13,4,3,0,2,0,12
06,041,61,6,11,17,18,1,6,4,1,1,17
06,042,68,13,12,10,16,3,2,7,2,0,39
06,043,33,9,3,7,10,1,7,6,1,0,46
06,044,51,7,10,27,10,2,8,7,5,1,28
06,045,53,4,9,6,10,2,3,3,2,0,68
06,046,31,3,0,3,12,1,1,1,1,1,38
06,047,39,1,2,11,10,2,0,2,0,1,65
06,048,50,3,8,17,9,7,0,0,0,0,78
06,049,23,0,3,5,8,0,3,5,0,0,62
06,050,46,5,9,10,13,4,3,1,2,0,52
06,051,38,7,6,24,11,2,6,5,0,0,53
06,052,37,4,5,13,18,2,9,10,0,1,49
06,053,52,6,5,14,18,1,7,7,2,1,48
06,054,47,3,8,18,6,5,4,12,1,0,63
06,055,54,10,8,9,3,2,3,6,0,0,14
06,056,43,3,10,10,3,1,5,1,0,0,105
06,057,42,10,5,10,5,4,2,12,5,1,77
06,058,68,9,3,22,4,2,12,20,1,0,53
06,059,31,3,9,12,8,2,6,1,2,0,38
06,060,56,9,6,18,19,0,8,12,1,0,61
06,061,49,4,5,21,21,2,9,3,1,0,40
06,062,31,8,1,7,12,5,3,2,1,0,14
06,063,37,12,15,24,15,4,4,6,0,0,69
06,064,29,14,3,2,17,1,0,0,0,0,8
06,065,6,5,7,2,1,2,4,4,0,0,0
06,066,11,1,4,15,6,1,7,5,0,0,3
06,067,49,3,10,15,8,7,17,26,2,1,13
06,068,40,0,6,10,6,1,9,2,3,0,6
06,069,21,3,1,5,1,0,2,0,0,0,0
06,070,49,3,4,24,9,3,7,13,1,2,18
06,071,2,2,1,13,2,3,9,0,0,0,0
06,072,18,2,3,15,10,4,5,5,1,0,19
06,073,13,0,2,7,14,2,0,3,1,0,0
06,074,6,12,2,7,0,3,0,0,0,0,0
06,075,2,5,0,3,12,9,0,0,0,0,0
06,076,6,1,0,11,8,1,2,4,0,0,3
06,077,25,10,8,21,5,3,8,8,1,1,4
06,078,43,13,9,15,19,3,13,11,1,0,2
06,079,18,5,8,23,12,1,7,5,2,0,3
06,080,6,3,2,8,15,1,4,3,0,1,1
06,081,16,7,4,8,7,2,4,4,1,0,1
06,082,9,5,9,6,5,1,6,7,0,0,0
06,083,14,4,8,20,8,1,4,5,2,0,0
06,084,18,1,2,14,12,3,5,5,2,0,3
06,085,9,2,0,21,17,5,0,2,4,0,4
06,086,14,1,2,4,18,8,4,7,3,3,2
06,087,0,0,0,0,38,0,1,0,0,0,0
06,088,3,5,2,13,8,2,7,6,0,1,0
07,001,39,4,14,19,10,6,2,5,1,1,1
07,002,24,3,7,16,7,1,8,13,0,0,0
07,003,0,3,22,5,6,1,0,1,0,0,0
07,004,10,2,18,16,21,3,2,2,2,0,0
07,005,15,3,15,19,10,2,7,10,10,0,0
07,006,3,0,1,4,13,0,0,0,0,0,4
07,007,17,2,2,17,1,0,2,6,2,0,0
07,008,1,1,9,4,7,3,1,1,2,0,0
07,009,7,6,12,10,4,3,1,5,1,0,0
07,010,23,7,18,8,7,0,3,1,0,0,1
07,011,29,0,4,17,24,1,3,5,0,0,0
07,012,13,14,8,14,13,2,6,7,0,0,0
07,013,3,0,3,8,2,4,0,2,1,0,1
07,014,0,0,15,3,5,0,0,0,0,0,0
07,015,2,0,2,19,15,1,0,4,0,0,0
07,016,13,0,4,13,12,10,2,5,1,0,0
07,017,0,0,17,11,2,0,0,0,0,0,0
07,018,0,3,17,8,0,0,0,0,0,0,0
07,019,12,8,10,37,12,2,6,5,2,2,1
07,020,23,20,21,11,11,2,10,2,6,0,0
07,021,17,0,2,3,16,4,6,2,1,0,0
07,022,19,2,13,10,9,12,11,6,2,1,0
07,023,45,19,43,27,33,2,0,8,2,1,0
07,024,55,5,20,31,24,4,8,15,3,0,0
07,025,49,11,39,46,10,5,12,10,2,2,0
07,026,27,29,32,11,21,4,3,0,1,0,0
07,027,0,5,33,18,4,1,7,1,0,0,0
07,028,11,4,13,25,7,6,2,2,0,1,0
07,029,30,21,23,23,13,5,13,5,1,0,0
07,030,30,9,27,17,13,6,4,5,0,0,0
07,031,9,12,35,23,12,0,1,9,0,0,0
07,032,10,5,12,31,12,4,3,3,5,1,0
07,033,9,5,16,30,25,1,8,6,1,4,0
07,034,26,12,18,32,13,8,10,30,12,3,3
07,035,23,16,16,18,31,7,9,11,1,0,0
07,036,19,5,9,14,23,2,5,14,1,1,3
07,037,16,5,18,22,20,5,4,7,2,2,0
07,038,16,5,17,17,35,5,3,1,0,1,0
07,039,16,18,19,14,14,4,5,5,1,0,0
07,040,44,2,24,49,8,4,6,21,3,1,1
07,041,29,10,21,14,7,3,4,2,0,1,0
07,042,17,12,26,14,12,3,15,16,3,0,0
07,043,39,20,19,39,18,8,11,18,4,2,0
07,044,11,10,8,33,12,0,4,8,0,0,0
07,045,6,19,34,41,18,5,4,8,4,1,1
07,046,5,2,18,42,17,3,3,4,3,0,0
07,047,8,4,15,31,7,6,2,2,0,1,0
07,048,19,2,16,25,6,3,2,0,1,0,0
07,049,19,1,3,26,8,2,3,0,0,0,1
07,050,37,4,36,19,3,2,2,6,0,2,0
07,051,15,9,37,42,10,6,12,9,2,2,2
07,052,23,19,43,34,24,12,13,7,2,3,0
07,053,1,5,12,34,17,6,3,17,0,0,0
07,054,55,12,50,52,33,15,9,19,3,3,1
07,055,33,8,19,30,25,1,9,7,2,4,2
07,056,87,21,78,33,10,4,8,13,3,1,0
07,057,97,16,35,19,21,14,6,19,2,1,3
07,058,66,15,24,22,19,7,14,11,6,0,0
07,059,40,22,65,86,28,8,10,8,2,1,0
07,060,80,18,85,55,36,2,12,7,0,0,1
07,061,42,20,25,19,13,7,3,2,0,0,3
07,062,4,0,4,28,7,7,4,17,1,0,1
07,063,4,7,22,25,13,4,5,2,0,0,1
07,064,1,0,6,46,5,3,11,4,0,0,0
07,065,0,1,19,58,12,4,1,1,0,1,1
07,066,3,4,41,65,11,5,4,7,0,1,0
07,067,1,2,38,51,9,1,2,2,3,0,0
07,068,2,0,12,25,16,4,0,1,1,0,1
07,069,2,0,6,33,6,3,1,4,0,0,0
07,070,6,1,38,33,12,3,9,13,0,0,1
07,071,4,0,12,17,11,6,6,0,1,0,1
07,072,1,3,30,48,5,4,9,3,0,2,0
07,073,0,1,7,31,13,3,1,0,0,0,3
07,074,1,0,14,24,6,2,0,0,0,0,0
07,075,3,2,10,34,3,1,0,0,0,0,0
07,076,4,3,26,44,12,1,1,4,1,1,4
07,077,2,0,13,48,7,1,10,4,0,0,0
07,078,4,3,27,50,18,2,2,13,0,2,0
07,079,6,5,16,31,15,1,2,4,2,0,1
07,080,2,2,13,35,3,1,2,5,1,0,0
07,081,4,1,13,61,31,8,25,3,1,0,0
07,082,0,4,41,47,20,11,8,7,0,0,0
07,083,2,7,28,35,15,5,5,2,0,2,0
07,084,8,17,28,42,20,11,5,15,2,0,0
07,085,6,0,12,34,19,6,7,10,0,1,0
07,086,2,0,33,35,14,4,11,11,0,0,0
07,087,5,3,37,56,41,10,7,3,1,3,0
07,088,15,10,40,61,8,7,16,9,13,0,1
07,089,1,1,0,13,7,3,2,6,0,0,1
07,090,13,32,24,32,10,2,21,14,2,1,1
07,091,14,31,20,28,13,4,23,21,3,0,1
07,092,0,0,0,24,0,0,0,0,0,2,1
07,093,0,0,0,14,10,0,0,0,0,0,0
07,094,0,0,20,24,9,2,3,2,0,0,0
07,095,0,0,16,25,16,0,3,0,0,0,0
07,096,0,0,0,20,7,1,1,0,0,0,0
07,097,2,1,3,15,1,3,2,2,0,0,4
07,098,0,2,0,7,0,0,7,8,13,0,1
07,099,0,0,0,0,6,6,0,0,0,0,0
07,100,0,0,0,23,0,0,1,0,0,0,1
07,101,3,0,1,26,2,0,8,0,1,0,6
07,102,49,24,36,16,0,1,2,0,10,8,43
07,103,32,41,59,47,24,18,5,9,0,0,14
07,104,23,3,41,34,14,2,1,3,1,0,0
07,105,20,10,6,17,12,3,3,7,0,1,0
07,106,31,8,11,13,8,2,2,6,0,0,1
07,107,7,1,3,16,11,4,3,15,2,0,0
07,108,22,5,19,37,20,3,7,6,0,0,0
07,109,0,3,8,27,14,3,1,0,0,0,0
07,110,31,11,9,23,13,0,8,3,0,1,2
07,111,45,8,17,13,13,3,6,2,1,0,8
07,112,10,15,8,5,4,1,9,6,3,0,10
07,113,9,8,10,24,10,1,2,3,0,0,22
07,114,35,8,18,21,25,5,15,21,0,0,43
07,115,37,8,6,27,10,12,21,15,2,4,41
07,116,7,1,9,20,25,4,4,6,2,0,4
07,117,20,1,6,22,11,6,20,14,0,0,79
07,118,21,8,9,17,12,5,8,32,3,1,31
07,119,9,9,21,48,8,7,11,8,3,0,0
07,120,32,18,24,41,15,3,7,4,1,1,33
07,121,0,1,2,50,9,1,1,0,1,0,0
07,122,4,6,11,32,9,3,13,9,0,7,20
07,123,14,1,6,22,22,10,8,18,1,0,33
08,001,4,1,3,12,14,1,1,0,0,0,1
08,002,4,0,6,23,10,0,3,20,2,1,3
08,003,0,0,11,29,8,1,4,0,0,0,1
08,004,6,2,8,29,6,3,1,7,0,0,0
08,005,13,2,11,24,12,8,1,3,0,0,14
08,006,14,7,25,31,12,6,10,14,3,0,11
08,007,10,0,3,12,22,0,5,2,1,0,2
08,008,7,3,5,17,11,5,11,6,0,0,0
08,009,1,2,53,1,0,0,0,1,0,0,1
08,010,17,2,13,15,15,7,4,21,3,1,7
08,011,0,0,0,8,9,2,7,1,0,0,0
08,012,1,0,26,0,1,2,1,1,1,0,0
08,013,0,0,10,11,2,2,0,0,0,0,0
08,014,19,0,28,20,9,5,4,1,1,0,2
08,015,40,3,24,24,6,2,9,2,0,0,0
08,016,7,4,13,25,11,2,15,5,1,0,0
08,017,20,3,24,26,18,1,3,4,1,0,1
08,018,0,0,3,4,6,0,0,0,0,0,0
08,019,31,3,16,30,10,1,7,7,0,0,0
08,020,9,6,10,24,11,2,8,9,0,0,3
08,021,1,2,19,31,18,1,7,10,2,0,0
08,022,0,0,1,20,8,6,0,3,0,0,1
08,023,6,17,26,33,9,3,1,7,1,0,0
08,024,1,1,18,17,15,5,2,4,0,1,0
08,025,11,1,10,22,11,2,2,8,0,1,0
08,026,3,3,0,23,6,2,3,20,1,0,9
08,027,9,0,1,13,6,0,3,22,5,2,2
08,028,21,0,1,8,3,0,0,0,0,0,1
08,029,0,0,0,34,23,1,5,16,0,0,0
08,030,4,0,8,16,13,0,3,10,0,0,0
08,031,0,0,0,0,16,0,0,0,0,0,0
08,032,5,2,3,16,5,4,2,3,0,0,1
08,033,1,3,17,18,6,3,2,5,2,0,0
08,034,0,0,0,18,0,0,1,0,0,0,0
08,035,0,0,1,18,5,1,1,5,4,0,0
08,036,0,0,8,26,3,0,0,0,0,0,0
08,037,1,0,11,23,10,2,2,4,0,0,0
08,038,7,1,23,10,3,1,0,0,0,0,4
08,039,7,15,11,33,5,1,4,5,0,1,2
08,040,0,0,22,3,0,0,3,23,2,0,0
08,041,0,0,45,3,2,0,0,0,0,0,0
08,042,5,5,0,2,7,0,0,0,0,0,9
08,043,4,0,1,2,1,0,3,9,0,0,0
08,044,0,0,23,4,6,0,2,1,0,0,0
08,045,0,0,26,0,6,0,0,0,0,0,0
08,046,0,0,27,5,3,17,2,0,0,0,0
08,047,0,1,28,1,1,2,1,0,0,0,0
08,048,410,0,0,6,0,2,0,0,0,0,0
08,049,204,6,10,1,1,2,0,7,0,0,0
08,050,0,0,0,0,9,0,0,1,0,0,0
08,051,0,0,1,10,4,1,0,17,0,0,0
08,052,0,0,0,4,0,0,0,0,0,0,0
08,053,0,0,0,0,17,0,0,1,0,0,0
08,054,2,0,0,17,0,0,1,0,0,0,2
08,055,0,0,0,0,13,0,0,0,0,0,0
08,056,0,0,0,32,5,0,0,0,0,0,0
08,057,0,0,0,31,5,0,0,0,0,1,0
08,058,0,0,0,36,0,0,0,0,0,0,0
08,059,0,1,0,19,4,1,0,1,0,0,0
08,060,0,0,0,0,17,2,0,1,0,0,0
08,061,0,0,0,6,18,0,0,1,0,0,0
08,062,0,0,0,0,16,0,1,1,0,0,0
08,063,0,0,0,0,11,0,0,0,0,0,0
08,064,2,0,0,15,7,1,1,0,0,0,0
08,065,0,7,75,115,57,5,8,12,2,0,0
08,066,5,9,37,67,29,5,2,5,0,0,0
08,067,2,1,28,44,35,5,3,3,3,2,0
08,068,1,1,5,44,18,6,4,5,0,0,0
08,069,0,1,11,47,43,1,5,5,1,0,0
08,070,7,0,9,52,23,3,4,5,0,0,0
08,071,0,8,4,43,43,7,2,8,0,0,0
08,072,0,0,8,21,31,0,5,4,0,0,0
08,073,0,0,40,19,2,2,3,1,0,0,0
08,074,7,4,35,71,24,7,19,13,0,0,0
08,075,17,13,25,56,32,12,11,12,1,0,0
08,076,2,3,29,58,17,6,7,2,0,1,0
08,077,5,1,4,6,9,1,20,32,0,0,0
08,078,0,0,21,16,0,0,0,0,0,0,0
08,079,0,2,37,62,30,5,5,3,0,0,0
08,080,3,0,25,75,27,5,4,7,3,0,0
08,081,4,0,4,60,3,1,1,2,0,0,0
08,082,2,1,7,55,8,3,0,3,0,0,1
08,083,0,0,7,47,7,2,0,5,0,0,0
08,084,0,0,2,48,8,1,0,0,0,0,0
08,085,5,6,15,69,4,3,5,1,0,1,1
08,086,8,13,10,43,21,4,4,2,0,2,0
08,087,6,7,6,70,12,5,4,7,0,1,0
08,088,7,3,11,59,15,1,11,1,0,1,1
08,089,3,5,17,39,10,0,3,3,1,0,0
08,090,6,3,8,40,12,5,2,7,0,1,0
08,091,1,3,13,49,10,6,7,5,0,0,0
08,092,0,2,3,7,19,4,1,0,0,0,0
08,093,3,0,8,34,15,5,2,4,0,0,2
08,094,0,2,2,17,17,3,3,0,0,0,0
08,095,0,0,0,5,0,0,0,0,0,0,0
08,096,16,1,4,22,15,4,22,1,2,0,0
08,097,5,2,2,22,6,8,13,7,0,0,0
08,098,4,0,9,21,15,0,2,3,0,0,1
08,099,25,4,15,44,15,6,5,6,0,0,0
08,100,4,5,7,32,8,4,7,3,2,0,0
08,101,1,2,4,24,14,6,0,11,0,0,0
08,102,0,0,5,63,19,2,1,0,4,0,0
08,103,2,0,15,32,0,1,1,0,0,0,0
08,104,0,0,14,20,3,1,1,7,0,0,0
08,105,0,0,8,28,2,0,0,0,4,0,0
08,106,0,0,21,3,0,0,0,0,0,1,0
08,107,9,4,16,23,0,0,0,27,9,0,0
08,108,9,73,167,67,77,9,24,42,15,2,1
08,109,2,17,119,148,136,16,9,5,0,0,0
08,110,0,0,1,18,6,0,0,0,0,0,0
08,111,0,0,0,16,3,1,0,0,0,0,0
08,112,0,0,0,18,4,1,0,1,0,0,0
08,113,0,0,0,7,10,1,0,0,0,0,0
08,114,0,0,0,3,12,0,1,0,0,0,0
08,115,0,0,2,17,6,0,0,0,0,0,0
08,116,10,35,172,32,62,31,20,21,0,0,3
08,215,2,0,0,0,13,0,1,0,0,0,0
09,001,8,6,66,93,30,4,4,21,0,3,3
09,002,8,5,61,87,42,6,13,12,1,0,1
09,003,6,6,16,33,40,8,7,6,0,0,0
09,004,15,6,11,27,23,3,17,13,0,0,0
09,005,32,12,25,22,14,9,25,48,3,3,0
09,006,0,0,0,0,0,15,6,0,0,1,0
09,007,0,0,0,3,5,3,8,3,0,1,0
09,008,0,0,0,0,0,0,2,69,0,2,0
09,009,3,4,5,114,82,38,33,36,3,0,0
09,010,4,0,12,18,28,12,7,56,0,0,0
09,011,232,4,5,27,6,25,5,12,4,4,1
09,013,11,5,13,34,5,0,5,1,1,0,1
09,014,6,10,29,52,14,4,4,6,0,0,1
09,015,17,9,49,128,58,26,32,25,2,2,7
09,016,0,0,0,5,8,5,6,0,0,0,0
09,017,9,1,13,22,15,10,12,3,20,0,27
09,018,0,0,0,2,9,0,7,0,0,0,0
09,019,0,0,4,7,2,0,2,4,2,0,1
09,020,8,0,16,12,4,3,2,3,0,1,11
09,021,24,3,16,18,11,13,12,17,0,0,24
09,022,24,6,9,16,13,10,8,9,0,0,108
09,023,52,11,20,22,17,7,19,20,1,0,54
09,024,3,1,0,15,2,2,15,1,2,0,23
09,025,47,5,10,23,14,6,6,13,3,4,62
09,026,13,2,3,5,21,7,4,16,2,0,4
09,027,0,0,1,1,9,3,2,1,0,0,0
09,028,9,0,2,2,0,2,0,63,1,0,0
09,029,3,0,0,6,8,0,4,0,0,0,0
09,030,0,0,0,9,1,0,4,30,0,0,0
09,031,1,3,5,5,7,0,6,8,7,1,0
09,032,4,0,10,0,3,2,2,15,12,0,0
09,033,1,3,3,3,6,3,1,15,3,0,0
09,034,0,0,0,5,3,0,0,0,0,0,0
09,035,45,6,11,26,6,1,2,6,1,0,0
09,036,0,0,1,5,9,3,3,2,0,3,3
09,037,10,1,4,11,12,3,3,4,6,2,0
09,038,6,0,2,7,15,3,9,13,3,0,0
09,039,40,1,8,13,13,5,4,13,0,0,6
09,040,50,10,26,41,24,8,11,41,4,1,57
09,041,42,3,14,35,17,3,4,8,1,0,40
09,042,90,6,10,20,17,0,3,7,3,0,36
09,043,61,2,7,13,16,2,5,15,1,0,27
09,044,102,6,30,27,13,13,16,18,3,0,74
09,045,26,2,9,20,11,7,1,17,0,0,46
09,046,24,7,0,7,17,2,7,10,3,0,25
09,047,45,20,24,23,22,19,6,21,7,2,69
09,048,1,2,8,18,10,2,0,1,1,0,2
09,049,9,3,5,17,7,10,1,3,0,0,7
09,050,37,6,13,28,17,9,11,25,1,0,21
09,051,41,1,22,26,23,14,5,9,5,0,64
09,052,14,0,6,16,14,2,2,13,1,0,9
09,053,19,1,10,12,24,7,9,7,1,0,40
09,054,3,2,5,3,8,3,9,1,1,0,0
09,055,0,0,0,0,4,0,0,0,0,0,0
09,056,3,0,3,3,9,1,4,0,0,0,1
09,057,11,0,0,17,6,1,1,0,0,1,1
09,058,44,2,15,16,12,6,15,31,2,0,42
09,059,0,0,0,17,2,2,9,11,0,1,13
09,060,19,1,4,12,17,9,4,8,1,0,21
09,061,0,0,1,5,17,6,6,22,0,1,6
09,062,7,1,1,7,22,2,4,15,7,3,12
09,063,3,1,1,3,4,3,4,18,0,1,1
09,064,0,0,0,8,3,4,2,0,0,0,0
09,065,0,0,5,10,13,4,2,0,0,0,3
09,066,2,0,0,5,7,2,2,13,3,0,0
09,067,30,0,2,11,8,1,1,10,1,0,2
09,068,0,0,5,12,10,3,2,14,0,0,0
09,069,0,0,0,10,2,0,2,0,0,0,0
09,070,0,1,0,26,2,2,0,0,0,0,0
09,071,0,0,5,22,4,1,1,1,0,0,0
09,072,0,1,4,21,0,0,0,0,0,0,0
09,073,1,0,0,0,18,0,0,1,0,0,0
09,074,13,2,40,27,3,3,1,4,0,0,0
09,075,0,0,38,17,3,1,0,0,0,0,2
09,076,0,0,49,26,0,2,0,0,0,0,0
09,077,0,0,59,11,2,1,0,1,0,0,1
09,078,19,1,19,33,14,7,7,4,3,0,0
09,079,27,12,8,29,14,3,5,5,1,1,0
09,080,6,7,14,14,17,3,8,4,0,2,0
09,081,33,12,21,38,13,3,17,13,0,0,1
09,082,10,35,39,37,12,10,6,26,1,0,0
09,083,8,115,11,9,12,2,7,3,0,0,1
09,084,37,6,7,21,28,9,6,12,3,0,0
09,085,10,0,11,15,6,4,6,7,2,1,28
09,086,2,52,11,9,3,0,2,1,0,0,0
09,087,0,0,0,8,12,2,1,4,0,0,0
09,088,5,2,13,11,12,4,7,6,6,1,0
09,089,0,0,7,9,1,0,0,0,0,0,0
09,090,0,0,0,13,10,1,1,1,1,0,14
09,091,0,0,3,16,8,0,3,3,1,0,0
09,092,1,1,5,13,7,1,3,3,0,0,0
09,093,2,0,1,6,4,4,7,0,0,0,0
09,094,7,0,0,5,11,1,3,3,0,0,0
09,095,1,0,4,15,4,4,10,18,1,3,1
09,156,0,0,0,0,2,0,0,0,0,0,0
10,001,39,3,6,23,18,6,3,10,2,1,23
10,002,50,13,13,33,18,5,20,12,2,3,48
10,003,52,3,9,31,19,4,12,14,6,0,27
10,004,12,3,8,25,23,3,1,10,6,0,4
10,005,14,2,2,24,11,5,5,8,4,0,3
10,006,14,2,21,12,3,4,1,8,3,0,0
10,007,1,0,3,6,25,0,0,0,0,0,0
10,008,24,3,11,24,25,5,6,10,1,1,1
10,009,62,0,6,13,13,1,6,8,3,0,14
10,010,68,4,9,26,16,0,7,9,0,1,0
10,011,13,0,1,6,9,2,4,4,2,0,0
10,012,31,0,6,15,19,6,7,6,1,0,23
10,013,39,1,6,16,13,2,6,7,0,1,38
10,014,44,2,3,16,12,1,2,2,0,0,28
10,015,17,2,8,8,18,4,7,2,4,1,10
10,016,26,0,0,2,15,3,0,2,0,0,10
10,017,11,2,6,21,9,3,1,3,2,0,15
10,018,32,0,1,10,9,4,10,7,1,0,27
10,019,20,7,3,17,21,6,1,0,0,1,13
10,020,11,0,0,11,0,1,0,0,0,0,0
10,021,27,5,5,18,12,2,6,9,0,0,6
10,022,49,6,11,13,11,6,21,8,5,1,34
10,023,33,4,11,18,13,9,8,5,2,0,34
10,024,24,1,0,5,10,1,2,24,2,1,71
10,025,44,5,12,10,15,2,3,10,1,1,1
10,026,38,1,3,10,14,4,7,9,1,3,24
10,027,2,2,1,7,6,4,1,0,0,0,3
10,028,52,4,8,12,12,1,6,9,0,0,0
10,029,7,0,0,3,16,2,0,0,0,0,0
10,030,0,1,1,9,8,0,5,0,0,0,0
10,031,28,5,0,6,10,2,1,6,1,1,1
10,032,11,0,0,0,6,4,2,16,0,3,32
10,033,0,0,0,0,2,0,1,9,0,0,0
10,034,0,0,0,9,2,5,0,0,0,0,0
10,035,0,0,0,2,3,0,23,11,0,0,0
10,036,11,0,0,1,2,0,17,30,0,0,27
10,037,0,0,17,2,2,1,0,0,0,0,0
10,038,44,1,2,7,11,11,4,12,1,2,39
10,039,64,3,1,5,12,0,8,10,3,0,36
10,040,22,5,8,18,9,1,3,8,0,0,3
10,041,30,2,8,13,13,6,13,4,1,0,32
10,042,41,14,18,18,15,13,18,38,35,12,16
10,043,77,21,27,37,16,7,9,17,22,26,28
10,044,2,2,3,16,7,0,5,2,1,0,0
10,045,11,2,0,1,8,6,4,15,0,0,5
10,046,0,0,1,0,15,0,0,3,0,0,2
10,047,15,3,1,18,5,3,2,2,1,0,0
10,048,9,1,3,8,7,0,4,13,1,0,10
10,049,4,0,0,7,6,4,1,0,1,0,2
10,050,5,4,3,9,3,16,2,10,0,0,0
10,051,8,2,5,4,9,4,7,16,2,1,2
10,052,17,4,19,3,6,6,24,57,1,0,20
10,053,1,0,0,0,0,0,62,0,0,0,0
10,054,1,0,2,1,1,0,32,7,2,1,1
10,055,0,0,0,0,0,0,90,0,0,0,0
10,056,102,24,17,25,6,7,7,12,12,12,62
10,057,73,8,8,18,8,4,7,8,9,2,45
10,058,93,8,6,4,1,2,4,6,8,2,13
10,059,19,5,16,7,3,0,17,35,16,5,61
10,060,49,3,3,3,4,3,22,27,6,2,67
10,061,13,2,2,5,17,3,8,8,5,4,24
10,062,9,1,4,3,13,2,4,15,1,0,24
10,063,35,3,0,1,10,3,3,0,0,4,3
10,064,69,4,2,2,5,5,3,5,5,3,15
10,065,30,2,3,9,15,7,9,20,3,0,27
10,066,30,2,5,9,11,2,7,28,6,0,34
10,067,5,0,0,0,0,0,3,82,3,0,3
10,068,4,0,0,1,0,0,10,51,0,0,0
10,069,4,0,14,0,0,0,2,36,8,1,0
10,070,61,3,5,4,6,2,7,15,8,2,2
10,071,9,3,0,3,7,1,8,17,1,1,1
10,072,61,1,3,10,3,0,3,33,5,5,8
10,073,22,7,13,11,4,1,4,3,1,0,0
10,074,38,3,20,7,7,1,5,13,3,0,0
10,075,41,2,4,3,4,4,6,12,5,2,3
10,076,1,0,0,0,4,1,2,28,2,0,0
10,077,16,4,0,0,0,0,6,70,0,2,14
10,078,0,0,0,0,0,0,10,54,3,0,0
10,079,0,0,0,0,0,0,19,1,1,0,0
10,080,0,0,0,0,0,0,0,83,0,0,0
10,081,0,0,12,5,2,1,0,22,1,1,0
10,082,0,0,14,6,1,0,0,0,0,1,0
10,083,0,0,7,13,2,1,0,5,0,0,0
10,084,0,0,18,8,1,0,0,0,0,0,0
10,085,0,0,0,15,2,1,1,0,0,0,0
10,086,0,0,6,15,0,0,0,13,0,0,0
10,087,0,0,31,4,0,0,1,14,0,0,0
10,088,0,0,0,0,10,0,3,0,0,0,0
10,089,106,2,10,13,3,2,2,24,8,1,3
10,090,0,0,21,11,0,0,2,0,0,0,0
10,091,0,0,12,15,9,0,0,0,0,0,0
10,092,0,0,0,0,6,1,0,0,0,0,0
10,093,3,0,3,9,4,1,3,4,2,6,0
10,094,152,26,25,25,5,13,8,57,2,14,2
10,095,17,1,3,0,0,2,2,24,4,1,7
10,096,3,0,0,5,0,0,3,35,0,0,0
10,097,9,9,3,13,0,1,8,32,1,0,0
10,098,0,0,1,0,0,14,0,4,0,0,0
10,099,0,0,0,0,0,3,2,0,0,0,0
10,100,27,7,7,13,6,3,1,1,3,6,9
10,101,40,11,6,15,16,14,16,5,14,12,8
10,102,0,0,2,13,7,2,0,0,0,0,0
10,103,0,0,0,1,15,3,0,0,0,0,0
10,104,0,0,0,0,3,1,0,0,0,0,0
10,105,0,0,0,22,10,2,6,0,0,0,0
10,106,0,0,0,31,4,0,0,0,0,0,0
10,107,22,0,0,7,3,1,6,3,0,0,0
10,108,0,0,0,7,5,2,1,1,0,0,0
10,109,0,0,0,25,1,0,1,0,0,0,0
10,110,0,0,2,31,2,3,1,0,1,1,0
10,111,0,0,29,0,4,0,0,0,0,0,0
10,112,0,0,0,0,10,1,0,0,0,0,0
10,113,0,1,47,2,1,2,2,9,0,0,0
10,114,0,0,65,0,0,0,0,0,0,0,0
