KEY_DISTRITO,KEY_SECCION,Num_Obres_Recents
02,039,0
08,040,1
03,040,0
10,040,0
09,040,1
01,040,0
07,040,0
06,040,0
05,040,1
02,040,0
04,040,0
01,041,1
04,041,0
06,041,0
09,041,1
03,041,0
10,041,0
07,041,0
05,041,0
08,041,0
02,041,0
01,042,0
06,042,2
04,042,0
08,042,1
05,042,1
09,042,1
07,042,1
02,042,0
10,042,9
03,042,2
06,043,1
04,043,1
02,043,0
05,043,1
01,043,7
09,043,0
07,043,0
08,043,0
10,043,15
03,043,0
02,044,0
07,044,2
05,044,1
06,044,2
08,044,0
03,044,0
01,044,0
04,044,0
09,044,0
10,044,0
06,045,0
09,045,0
05,045,1
08,045,0
03,045,1
01,045,1
04,045,0
10,045,0
07,045,0
02,045,0
02,046,0
03,046,0
09,046,0
04,046,0
01,046,1
10,046,0
05,046,0
08,046,0
06,046,0
07,046,0
09,047,0
03,047,0
08,047,0
06,047,0
01,047,0
05,047,0
07,047,0
10,047,0
02,047,0
04,047,4
06,048,0
05,048,0
10,048,0
09,048,0
08,048,0
07,048,0
03,048,1
04,048,1
01,048,0
02,048,0
03,049,0
10,049,0
02,049,2
06,049,0
09,049,0
05,049,2
04,049,5
07,049,0
08,049,1
01,049,0
07,050,0
01,050,0
08,050,0
06,050,0
05,050,0
02,050,1
04,050,1
10,050,1
09,050,1
03,050,0
04,051,2
02,051,0
09,051,2
08,051,0
01,051,0
10,051,1
05,051,0
03,051,0
06,051,0
07,051,1
09,052,0
02,052,1
10,052,1
08,052,0
07,052,0
01,052,1
03,052,0
05,052,1
06,052,0
04,052,0
08,053,0
02,053,1
09,053,1
04,053,4
06,053,1
03,053,0
05,053,0
01,053,2
10,053,2
07,053,1
02,054,0
10,054,4
05,054,0
07,054,0
03,054,0
06,054,1
04,054,2
01,054,0
08,054,0
09,054,0
04,055,1
06,055,1
09,055,0
05,055,0
02,055,0
01,055,0
03,055,0
07,055,0
08,055,0
10,055,6
03,056,0
10,056,6
02,056,0
04,056,5
09,056,0
06,056,1
07,056,1
08,056,0
05,056,0
09,057,0
05,057,0
08,057,0
02,057,1
06,057,0
03,057,1
07,057,0
10,057,4
08,058,0
07,058,0
03,058,2
02,058,0
09,058,0
06,058,2
10,058,0
05,058,0
07,059,0
03,059,0
09,059,1
10,059,4
05,059,0
02,059,1
08,059,0
06,059,0
07,060,0
06,060,1
10,060,2
03,060,0
08,060,0
05,060,0
09,060,1
02,060,1
08,061,0
07,061,1
10,061,1
05,061,0
09,061,1
03,061,0
06,061,0
02,061,0
07,062,0
03,062,0
05,062,0
10,062,0
09,062,0
08,062,0
02,062,2
06,062,0
09,063,2
07,063,1
05,063,0
10,063,1
08,063,1
02,063,1
06,063,2
03,063,0
08,064,0
09,064,0
07,064,0
06,064,0
02,064,0
03,064,3
10,064,1
05,064,0
05,065,1
03,065,0
06,065,0
09,065,0
08,065,0
10,065,0
02,065,1
07,065,2
02,066,0
05,066,0
09,066,0
03,066,1
10,066,0
07,066,0
06,066,0
08,066,2
02,067,0
05,067,0
09,067,1
08,067,1
10,067,0
03,067,0
06,067,1
07,067,0
10,068,0
02,068,0
07,068,0
05,068,1
09,068,0
03,068,0
06,068,1
08,068,0
08,069,0
06,069,0
09,069,0
07,069,0
05,069,0
10,069,0
02,069,0
03,069,3
08,070,0
07,070,1
06,070,0
10,070,0
09,070,0
03,070,0
02,070,1
05,070,0
05,071,0
06,071,0
07,071,1
08,071,0
10,071,1
09,071,2
02,071,2
03,071,0
10,072,4
05,072,1
03,072,0
02,072,0
08,072,0
06,072,0
09,072,0
07,072,0
08,073,1
05,073,0
09,073,0
02,073,0
06,073,0
10,073,0
07,073,0
03,073,1
03,074,0
07,074,0
09,074,0
05,074,1
02,074,0
08,074,0
10,074,0
06,074,0
02,075,0
07,075,0
06,075,0
10,075,1
09,075,2
08,075,0
05,075,1
03,075,1
08,076,0
10,076,0
06,076,0
05,076,0
02,076,0
07,076,2
03,076,0
09,076,2
05,077,0
06,077,0
07,077,2
08,077,1
03,077,0
09,077,1
10,077,1
02,077,8
03,078,0
06,078,0
09,078,0
05,078,1
02,078,1
08,078,0
10,078,2
07,078,0
08,079,0
02,079,1
05,079,0
03,079,0
10,079,1
06,079,0
07,079,1
09,079,2
06,080,0
03,080,0
02,080,2
09,080,0
08,080,0
05,080,0
10,080,4
07,080,0
09,081,1
07,081,0
06,081,0
02,081,0
03,081,0
05,081,1
08,081,0
10,081,1
03,082,0
05,082,0
07,082,0
02,082,0
06,082,0
09,082,0
10,082,0
08,082,0
05,083,0
06,083,0
02,083,1
08,083,1
09,083,0
07,083,0
03,083,0
10,083,0
06,084,1
02,084,0
03,084,0
05,084,0
07,084,0
10,084,1
09,084,0
08,084,0
04,084,0
06,085,1
05,085,0
07,085,0
10,085,2
09,085,0
08,085,0
03,085,0
02,085,1
08,086,0
03,086,0
09,086,0
02,086,0
07,086,0
06,086,1
10,086,2
05,086,0
09,087,0
06,087,0
02,087,1
05,087,0
10,087,1
03,087,1
08,087,0
07,087,0
07,088,3
09,088,0
05,088,0
02,088,1
03,088,0
06,088,0
10,088,1
08,088,0
07,089,0
03,089,0
08,089,0
05,089,1
09,089,0
02,089,0
10,089,1
07,090,0
10,090,0
02,090,1
05,090,3
08,090,0
03,090,0
09,090,0
03,091,0
07,091,2
05,091,1
10,091,1
09,091,0
08,091,0
02,091,0
08,092,1
03,092,0
07,092,1
02,092,0
10,092,0
09,092,0
05,092,0
10,093,2
02,093,0
07,093,0
08,093,0
05,093,0
03,093,0
09,093,0
07,094,0
08,094,0
05,094,0
10,094,5
03,094,2
02,094,1
09,094,0
07,095,0
09,095,1
03,095,0
08,095,0
10,095,0
05,095,0
02,095,1
02,096,0
07,096,0
05,096,0
10,096,2
08,096,1
03,096,0
10,097,2
02,097,0
03,097,0
07,097,1
05,097,1
08,097,0
10,098,0
02,098,0
05,098,0
08,098,0
07,098,0
03,098,0
03,099,0
10,099,0
07,099,0
08,099,0
02,099,0
02,100,0
03,100,0
08,100,0
07,100,0
10,100,3
03,101,0
07,101,1
10,101,2
08,101,0
02,101,0
02,102,1
10,102,0
03,102,1
07,102,1
08,102,0
03,103,0
02,103,1
10,103,1
07,103,5
08,103,1
03,104,0
02,104,0
10,104,0
07,104,0
08,104,0
08,105,0
07,105,0
10,105,0
03,105,0
02,105,1
07,106,0
02,106,0
03,106,3
08,106,0
10,106,0
03,107,0
10,107,0
07,107,0
08,107,1
02,107,1
02,108,0
08,108,3
07,108,0
10,108,0
03,108,1
08,109,3
03,109,0
07,109,1
10,109,0
02,109,1
07,110,1
08,110,0
02,110,0
03,110,0
10,110,0
08,111,1
02,111,0
07,111,1
03,111,0
10,111,1
03,112,0
02,112,0
08,112,1
07,112,0
10,112,0
07,113,0
08,113,0
03,113,0
02,113,0
10,113,1
10,114,0
02,114,0
07,114,0
03,114,0
08,114,0
02,115,0
07,115,0
10,115,0
08,115,1
08,116,3
02,116,0
10,116,0
07,116,0
10,117,0
07,117,0
02,117,0
07,118,1
10,118,0
02,118,0
07,119,0
02,119,0
10,119,0
07,120,1
02,120,0
10,120,0
07,121,0
02,121,2
10,121,0
10,122,1
02,122,0
07,122,0
02,123,0
07,123,2
10,123,1
02,124,0
10,124,0
10,125,0
02,125,0
10,126,0
02,126,0
02,127,0
10,127,1
02,128,0
10,128,0
10,129,0
02,129,0
10,130,0
02,130,0
02,131,1
10,131,0
10,132,1
02,132,0
10,133,0
02,133,0
02,134,0
10,134,1
10,135,0
02,135,0
10,136,0
02,136,0
10,137,2
02,137,0
02,138,0
10,138,4
10,139,0
02,139,0
10,140,0
02,140,0
10,141,0
02,141,0
02,142,0
10,142,1
10,143,0
02,143,1
02,144,0
02,145,0
02,146,0
02,147,0
02,148,2
02,149,4
02,150,0
02,151,0
02,152,0
02,153,0
02,154,0
02,155,0
02,156,0
09,156,0
02,157,0
02,158,0
02,159,0
02,160,0
02,161,0
02,162,0
02,163,1
02,164,2
02,165,0
02,166,0
02,167,0
02,168,1
02,169,1
02,170,0
02,171,1
02,172,0
02,173,0
03,211,0
03,212,0
03,213,0
08,215,0
10,234,0
10,235,0
10,236,0
10,237,0
