KEY_DISTRITO,KEY_SECCION,Pob_0_14_anys,Pob_15_24_anys,Pob_25_39_anys,Pob_40_64_anys,Pob_65_o_mas,Pob_Total_Seccio,Pct_Pob_0_14_anys,Pct_Pob_15_24_anys,Pct_Pob_25_39_anys,Pct_Pob_40_64_anys,Pct_Pob_65_o_mas
02,058,167.0,125.0,340.0,495.0,333.0,1460.0,11.438356164383562,8.561643835616438,23.28767123287671,33.9041095890411,22.808219178082194
02,059,167.0,182.0,462.0,511.0,392.0,1714.0,9.743290548424739,10.618436406067678,26.954492415402566,29.813302217036174,22.870478413068845
02,060,173.0,190.0,447.0,540.0,365.0,1715.0,10.087463556851311,11.078717201166182,26.06413994169096,31.486880466472307,21.282798833819243
02,061,128.0,114.0,489.0,441.0,224.0,1396.0,9.169054441260744,8.166189111747851,35.02865329512894,31.590257879656157,16.045845272206304
02,062,169.0,158.0,510.0,542.0,241.0,1620.0,10.4320987654321,9.753086419753085,31.48148148148148,33.45679012345679,14.876543209876544
02,063,91.0,137.0,258.0,360.0,340.0,1186.0,7.672849915682968,11.551433389544687,21.75379426644182,30.354131534569984,28.667790893760543
02,064,153.0,140.0,313.0,429.0,313.0,1348.0,11.350148367952523,10.385756676557865,23.219584569732937,31.824925816023743,23.219584569732937
02,065,190.0,154.0,555.0,668.0,304.0,1871.0,10.154997327632282,8.230892570817744,29.663281667557456,35.70283270978087,16.24799572421165
02,066,154.0,169.0,460.0,556.0,448.0,1787.0,8.617795187465026,9.457190822607723,25.74146614437605,31.11359820928931,25.06994963626189
02,067,167.0,126.0,582.0,544.0,272.0,1691.0,9.875813128326435,7.451212300413957,34.41750443524542,32.170313424009464,16.085156712004732
02,068,189.0,129.0,480.0,549.0,335.0,1682.0,11.236623067776456,7.669441141498217,28.53745541022592,32.6397146254459,19.916765755053508
02,069,149.0,119.0,365.0,455.0,292.0,1380.0,10.797101449275361,8.623188405797102,26.44927536231884,32.971014492753625,21.15942028985507
02,070,112.0,147.0,391.0,407.0,237.0,1294.0,8.65533230293663,11.360123647604329,30.216383307573413,31.452859350850076,18.31530139103555
02,071,160.0,137.0,478.0,563.0,327.0,1665.0,9.60960960960961,8.228228228228227,28.70870870870871,33.813813813813816,19.63963963963964
02,072,124.0,125.0,339.0,415.0,243.0,1246.0,9.951845906902086,10.032102728731942,27.207062600321024,33.30658105939005,19.502407704654896
02,073,181.0,169.0,471.0,619.0,322.0,1762.0,10.272417707150964,9.591373439273552,26.73098751418842,35.130533484676505,18.274687854710557
02,074,128.0,145.0,350.0,446.0,177.0,1246.0,10.272873194221509,11.637239165329053,28.08988764044944,35.79454253611557,14.20545746388443
02,075,91.0,123.0,372.0,418.0,209.0,1213.0,7.502061005770816,10.1401483924155,30.667765869744436,34.46001648804617,17.230008244023086
02,076,156.0,179.0,409.0,576.0,305.0,1625.0,9.6,11.015384615384615,25.169230769230772,35.44615384615384,18.76923076923077
02,077,139.0,240.0,672.0,519.0,291.0,1861.0,7.469102632993015,12.896292315959162,36.109618484685654,27.88823213326169,15.636754433100483
02,078,109.0,180.0,384.0,459.0,271.0,1403.0,7.769066286528867,12.829650748396293,27.369921596578763,32.71560940841055,19.31575196008553
02,079,129.0,164.0,432.0,464.0,252.0,1441.0,8.95211658570437,11.380985426786953,29.979181124219288,32.1998612074948,17.487855655794586
02,080,167.0,153.0,435.0,499.0,329.0,1583.0,10.549589387239418,9.665192672141504,27.479469361970942,31.522425773847125,20.78332280480101
02,081,192.0,208.0,587.0,711.0,459.0,2157.0,8.90125173852573,9.643022716736208,27.213722763096893,32.962447844228095,21.279554937413074
02,082,89.0,86.0,297.0,307.0,176.0,955.0,9.319371727748692,9.005235602094242,31.099476439790575,32.146596858638745,18.429319371727747
02,083,186.0,237.0,562.0,623.0,370.0,1978.0,9.403437815975733,11.98179979777553,28.412537917087967,31.49646107178969,18.70576339737108
02,084,183.0,219.0,614.0,679.0,370.0,2065.0,8.861985472154963,10.605326876513317,29.73365617433414,32.88135593220339,17.91767554479419
02,085,136.0,167.0,421.0,474.0,269.0,1467.0,9.270620313565098,11.38377641445126,28.698023176550784,32.31083844580777,18.336741649625086
02,086,145.0,175.0,382.0,468.0,241.0,1411.0,10.276399716513112,12.402551381998581,27.072997873848337,33.16796598157335,17.08008504606662
02,087,123.0,137.0,400.0,485.0,276.0,1421.0,8.655876143560873,9.64109781843772,28.149190710767062,34.13089373680507,19.422941590429275
02,088,142.0,166.0,502.0,571.0,356.0,1737.0,8.175014392630974,9.55670696603339,28.90040299366724,32.872769142199196,20.4951065054692
02,089,137.0,187.0,594.0,598.0,317.0,1833.0,7.474086197490452,10.201854882705947,32.40589198036006,32.62411347517731,17.29405346426623
02,090,169.0,166.0,600.0,578.0,328.0,1841.0,9.17979359043998,9.016838674633352,32.59098316132537,31.395980445410103,17.816404128191202
02,091,136.0,229.0,993.0,783.0,329.0,2470.0,5.506072874493928,9.271255060728745,40.20242914979757,31.700404858299596,13.319838056680162
02,092,123.0,154.0,625.0,571.0,308.0,1781.0,6.906232453677709,8.646827624929815,35.09264458169567,32.06064008983717,17.29365524985963
02,093,123.0,183.0,519.0,525.0,379.0,1729.0,7.1139386928860615,10.584152689415847,30.017351069982652,30.364372469635626,21.920185078079815
02,094,84.0,115.0,482.0,487.0,330.0,1498.0,5.607476635514018,7.676902536715621,32.176234979973295,32.510013351134845,22.029372496662216
02,095,119.0,127.0,506.0,509.0,294.0,1555.0,7.652733118971061,8.167202572347266,32.540192926045016,32.733118971061096,18.90675241157556
02,096,96.0,99.0,461.0,433.0,312.0,1401.0,6.852248394004283,7.066381156316917,32.90506780870807,30.906495360456816,22.269807280513916
02,097,72.0,119.0,358.0,388.0,186.0,1123.0,6.411398040961709,10.596616206589493,31.87889581478183,34.55031166518255,16.562778272484415
02,098,95.0,124.0,527.0,497.0,262.0,1505.0,6.312292358803987,8.23920265780731,35.01661129568106,33.02325581395349,17.408637873754156
02,099,151.0,142.0,468.0,517.0,251.0,1529.0,9.87573577501635,9.287115761935906,30.608240680183123,33.81294964028777,16.415958142576848
02,100,115.0,97.0,400.0,416.0,340.0,1368.0,8.406432748538013,7.090643274853801,29.239766081871345,30.409356725146196,24.853801169590643
02,101,208.0,211.0,660.0,675.0,507.0,2261.0,9.199469261388767,9.332153914197258,29.1906236178682,29.854046881910655,22.423706324635116
02,102,154.0,129.0,333.0,474.0,318.0,1408.0,10.9375,9.161931818181818,23.650568181818183,33.66477272727273,22.585227272727273
02,103,155.0,134.0,566.0,535.0,298.0,1688.0,9.182464454976303,7.938388625592417,33.53080568720379,31.69431279620853,17.654028436018958
02,104,102.0,95.0,288.0,342.0,301.0,1128.0,9.042553191489363,8.421985815602836,25.53191489361702,30.319148936170215,26.684397163120565
02,105,197.0,247.0,700.0,676.0,407.0,2227.0,8.845981140547822,11.091154018859452,31.432420296362817,30.35473731477324,18.275707229456668
02,106,165.0,149.0,378.0,484.0,298.0,1474.0,11.194029850746269,10.10854816824966,25.64450474898236,32.83582089552239,20.21709633649932
02,107,165.0,179.0,373.0,502.0,397.0,1616.0,10.21039603960396,11.076732673267326,23.081683168316832,31.064356435643564,24.566831683168317
02,108,204.0,124.0,399.0,467.0,432.0,1626.0,12.546125461254611,7.626076260762607,24.538745387453876,28.72078720787208,26.56826568265683
02,109,238.0,244.0,547.0,674.0,524.0,2227.0,10.687022900763358,10.956443646160755,24.56219128872923,30.26493039964077,23.52941176470588
02,110,228.0,174.0,557.0,649.0,334.0,1942.0,11.740473738414007,8.959835221421216,28.681771369721936,33.41915550978373,17.198764160659113
02,111,200.0,166.0,548.0,630.0,412.0,1956.0,10.224948875255624,8.486707566462167,28.016359918200408,32.20858895705521,21.063394683026583
02,112,129.0,109.0,269.0,392.0,376.0,1275.0,10.117647058823529,8.549019607843137,21.098039215686274,30.745098039215684,29.490196078431374
02,113,306.0,183.0,468.0,727.0,579.0,2263.0,13.521873619089703,8.086610693769334,20.680512593901902,32.12549712770658,25.58550596553248
02,114,159.0,147.0,431.0,482.0,461.0,1680.0,9.464285714285714,8.75,25.6547619047619,28.69047619047619,27.440476190476193
02,115,137.0,146.0,368.0,478.0,287.0,1416.0,9.675141242937853,10.310734463276836,25.98870056497175,33.75706214689266,20.268361581920903
02,116,92.0,105.0,199.0,315.0,233.0,944.0,9.745762711864407,11.122881355932202,21.08050847457627,33.36864406779661,24.68220338983051
02,117,146.0,106.0,298.0,362.0,325.0,1237.0,11.802748585286984,8.56911883589329,24.090541632983022,29.264349232012936,26.27324171382377
02,118,131.0,130.0,374.0,493.0,311.0,1439.0,9.103544127866574,9.034051424600417,25.99027102154274,34.25990271021543,21.612230715774842
02,119,135.0,98.0,288.0,412.0,333.0,1266.0,10.66350710900474,7.740916271721959,22.748815165876778,32.5434439178515,26.303317535545023
02,120,86.0,76.0,309.0,335.0,300.0,1106.0,7.775768535262206,6.871609403254973,27.93851717902351,30.289330922242314,27.124773960217
02,121,125.0,108.0,299.0,434.0,307.0,1273.0,9.819324430479183,8.483896307934014,23.487824037706208,34.09269442262372,24.11626080125687
02,122,101.0,76.0,275.0,295.0,317.0,1064.0,9.492481203007518,7.142857142857142,25.845864661654133,27.725563909774436,29.793233082706767
02,123,84.0,88.0,338.0,366.0,238.0,1114.0,7.5403949730700175,7.899461400359066,30.341113105924595,32.85457809694793,21.364452423698385
02,124,114.0,83.0,278.0,335.0,312.0,1122.0,10.16042780748663,7.397504456327986,24.777183600713013,29.85739750445633,27.807486631016044
02,125,138.0,129.0,428.0,537.0,438.0,1670.0,8.263473053892216,7.724550898203593,25.62874251497006,32.15568862275449,26.22754491017964
02,126,130.0,120.0,301.0,467.0,418.0,1436.0,9.052924791086351,8.356545961002785,20.96100278551532,32.5208913649025,29.108635097493035
02,127,131.0,120.0,394.0,379.0,222.0,1246.0,10.513643659711075,9.630818619582666,31.621187800963078,30.41733547351525,17.81701444622793
02,128,129.0,94.0,391.0,449.0,268.0,1331.0,9.691960931630353,7.062359128474831,29.37640871525169,33.73403456048084,20.135236664162285
02,129,110.0,126.0,416.0,490.0,416.0,1558.0,7.060333761232348,8.087291399229782,26.700898587933246,31.450577663671375,26.700898587933246
02,130,108.0,100.0,177.0,308.0,359.0,1052.0,10.26615969581749,9.505703422053232,16.82509505703422,29.277566539923956,34.125475285171106
02,131,97.0,106.0,294.0,362.0,270.0,1129.0,8.591674047829938,9.388839681133748,26.04074402125775,32.063773250664305,23.91496899911426
02,132,62.0,39.0,299.0,305.0,281.0,986.0,6.288032454361055,3.9553752535496955,30.324543610547668,30.93306288032454,28.498985801217035
02,133,89.0,56.0,186.0,242.0,262.0,835.0,10.658682634730539,6.706586826347305,22.275449101796408,28.982035928143713,31.37724550898204
02,134,131.0,112.0,394.0,452.0,380.0,1469.0,8.917631041524848,7.624234172906739,26.820966643975492,30.76923076923077,25.86793737236215
02,135,189.0,178.0,667.0,680.0,402.0,2116.0,8.93194706994329,8.412098298676748,31.521739130434785,32.136105860113425,18.99810964083176
02,136,54.0,55.0,231.0,296.0,212.0,848.0,6.367924528301887,6.485849056603773,27.240566037735846,34.90566037735849,25.0
02,137,114.0,115.0,447.0,503.0,283.0,1462.0,7.7975376196990425,7.865937072503421,30.57455540355677,34.404924760601915,19.35704514363885
02,138,186.0,191.0,489.0,599.0,456.0,1921.0,9.682457053617908,9.942738157209787,25.45549193128579,31.18167621030713,23.737636647579386
02,139,130.0,138.0,655.0,537.0,269.0,1729.0,7.518796992481203,7.981492192018508,37.883169462116825,31.058415268941587,15.558126084441874
02,140,183.0,156.0,510.0,638.0,397.0,1884.0,9.713375796178344,8.280254777070063,27.070063694267514,33.86411889596603,21.072186836518046
02,141,108.0,120.0,359.0,360.0,262.0,1209.0,8.933002481389577,9.925558312655088,29.69396195202647,29.776674937965257,21.670802315963606
